Name,Currency,Top Category,Category,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration in Days,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,# Videos,# Images,# Words (Description),# Words (Risks and Challenges),# FAQs,r1,r2,r3,f1,f2,f3,Result,Video
Honest Bird,USD,Publishing,Children's Book,3,0,5,1000,130,4,2014/3/4,2014/4/3,29,0,72,1,0,0,0,229,56,0,17,30,30,1,2,2,0,1
Making Jasmine Melo_D's Singing Dream Come True,USD,Music,Music,0,0,5,2500,225,2,2014/3/3,2014/5/1,58,422,20,1,0,0,0,270,77,0,225,225,225,2,2,2,0,1
What I learned at AIDS 2014.,USD,Journalism,Journalism,0,0,5,11000,6,2,2014/1/2,2014/1/31,29,827,28,1,1,0,0,214,42,1,6,6,6,2,2,2,0,0
JetChill - The world's first dry ice drinks system.,GBP,Design,Product Design,6,0,9,31750,34480.5,27,2013/12/15,2014/2/13,60,414,55,1,7,1,10,1078,371,0,6496.05,6508.75,6522.72,5,6,7,1,1
A New Civilization,USD,Film & Video,Short Film,0,0,6,3000,3172,37,2014/2/10,2014/3/11,29,0,438,1,0,0,10,1630,215,0,302,475,476,6,8,9,1,1
The Way,CAD,Games,Video Games,8,97,7,11250,17559,1566,2014/5/5,2014/6/4,30,0,583,2,1,0,42,1080,109,9,4996.5,7620.75,9156.75,396,657,811,1,1
The Lottery Ticket  - Festival Submissions,USD,Film & Video,Short Film,0,0,6,1650,415,11,2014/1/5,2014/2/4,30,2305,19,1,2,0,0,447,59,0,50,50,90,1,1,3,0,1
New Polaroid 405 Project,USD,Photography,Photography,0,0,2,3500,2126,13,2014/5/9,2014/6/8,30,35,10,1,0,0,2,395,84,0,701,901,901,5,6,6,0,0
Tony's Hot Lick BBQ,USD,Food,Food,0,0,6,10000,401,5,2014/1/24,2014/3/25,59,0,1,1,0,0,4,385,188,0,150,150,150,2,2,2,0,1
Identiwire,USD,Design,Product Design,2,0,2,20000,1225,13,2014/3/3,2014/4/2,29,140,14,1,1,0,10,250,158,1,92,175,175,3,5,5,0,1
Swisskey_ A key / tool organizer that syncs to your phone,GBP,Technology,Technology,13,51,19,10160,17871.44,447,2014/1/21,2014/2/28,38,166,48,2,1,0,25,571,107,1,1668.78,2219.96,2811.78,45,60,75,1,1
JOHNNY STEEL-FEATURE FILM,GBP,Film & Video,Film & Video,0,0,6,19050,20.32,3,2014/3/13,2014/4/22,40,159,40,1,1,0,0,825,134,0,6.35,19.05,19.05,1,2,2,0,1
PNMini - Positive/Negative Power Supply Module for Makers,USD,Technology,Hardware,9,19,15,1000,18454,528,2014/3/18,2014/5/7,50,0,197,1,2,0,31,1690,163,6,1017,1886,2188,73,105,120,1,1
Band of Lovers - Debut Album!,USD,Music,Indie Rock,1,3,18,6834,7766,161,2014/4/8,2014/5/8,30,878,621,2,13,0,5,1677,92,0,360,507,554,10,13,15,1,1
Controversial Rock Band to change the world.,USD,Music,Music,0,0,8,10000,10656,50,2014/5/2,2014/5/27,25,211,2349,2,0,3,0,177,115,0,1264,1290,1565,7,9,11,1,1
Lenz Frenz,USD,Design,Product Design,7,6,9,20000,20045,147,2014/1/28,2014/3/1,32,156,913,1,6,0,20,1627,75,0,1784,2072,2336,48,58,64,1,1
"James Neary - ""2013""",USD,Music,Indie Rock,2,0,10,2500,2610,70,2014/1/2,2014/2/1,30,890,2,1,0,0,0,300,78,0,165,325,399,7,12,12,1,0
Chopstick Dexterity Mega Challenge 3000 (CDMC 3K) Board Game,USD,Games,Tabletop Games,3,16,5,5000,10267,270,2014/3/27,2014/4/26,30,605,136,19,24,5,25,2418,218,1,3145,4251,5488,84,116,147,1,1
UP THE RIVER,USD,Film & Video,Narrative Film,6,0,16,30000,30051,245,2014/1/30,2014/3/1,30,840,511,1,17,0,4,718,102,0,2878,4549,6020,33,48,61,1,1
John Mailander's Debut Solo Album!,USD,Music,Country & Folk,4,2,14,10000,10598,154,2014/3/11,2014/4/10,30,1351,755,1,4,1,0,411,327,0,3968,4494,4777,47,55,60,1,1
[INSERT RHETORICAL QUESTION HERE],GBP,Film & Video,Festivals,0,0,8,2222.5,508,14,2014/5/10,2014/6/6,27,152,109,1,1,0,1,359,129,0,254,266.7,330.2,7,8,9,0,1
Bike RV (BRV)  Human powered living shelter,USD,Design,Product Design,0,0,7,10000,331,11,2014/1/31,2014/3/12,39,0,31,1,0,0,1,500,103,0,55,55,60,2,2,3,0,1
Hang Time Baby Sling,USD,Design,Product Design,0,0,6,2000,702,15,2013/12/18,2014/1/17,30,187,177,1,0,0,3,624,84,0,115,158,240,2,3,5,0,1
Project Grow Dome High Sierra,USD,Food,Food,1,0,6,1800,52,4,2014/3/31,2014/4/30,30,0,22,1,0,0,0,324,216,0,1,1,1,1,1,1,0,0
Mercyhurst Liturgical Dancers Journey to Jerusalem,USD,Dance,Dance,7,1,8,2000,2710,57,2014/2/18,2014/3/20,29,0,372,1,0,0,3,261,38,0,1148,1184,1352,25,26,30,1,1
Help Over the Moon Productions debut original work in NYC!,USD,Theater,Theater,0,0,8,8000,10630,173,2014/4/1,2014/4/15,14,0,474,3,13,0,0,579,82,0,2415,3513,5055,37,54,68,1,1
Molly Murphy & Neil deGrasse Tyson On Our Last Day On Earth,USD,Theater,Theater,0,3,8,3500,3615,83,2014/1/27,2014/2/11,14,933,92,1,9,0,0,303,88,0,467,581,842,12,15,20,1,1
Steve Mei -Tropical Deco,USD,Art,Painting,0,0,2,3500,3510,22,2014/3/17,2014/5/16,60,193,45,1,0,0,0,105,24,1,175,175,175,3,3,3,1,1
DIFFERENT DRUM (Blu-ray/DVD release),USD,Film & Video,Narrative Film,9,0,12,7000,1592,51,2014/1/16,2014/2/15,30,0,63,1,1,0,15,530,84,0,692,722,822,25,27,28,0,1
Safety In Numbers - by Better Bug Games,USD,Games,Video Games,5,0,5,1000,215,14,2014/6/9,2014/6/24,15,2142,109,7,1,0,1,307,98,0,30,82,85,4,6,7,0,1
The DeComposers EP,USD,Music,Jazz,2,2,1,650,790,31,2014/5/1,2014/5/27,26,422,209,1,0,0,0,168,66,0,260,290,301,9,11,11,1,0
Brad Rizer - Revival of a Broken Soul,USD,Music,Country & Folk,0,0,1,1200,205,5,2014/1/27,2014/2/26,30,434,26,1,0,0,0,91,27,0,140,140,140,3,3,3,0,0
BAMBI KILLERS ART RECORD!,USD,Art,Performance Art,0,0,6,6000,7220,99,2014/1/13,2014/2/12,30,0,159,1,0,0,0,149,72,0,80,80,230,3,3,6,1,1
The Machine,USD,Food,Food Trucks,1,9,15,29192,5931,14,2014/4/30,2014/6/9,40,102,40,1,0,0,4,1013,277,0,2555,2555,2580,3,3,5,0,1
Defend Evolution With Clear Friendly Instruction,USD,Film & Video,Animation,4,6,9,7200,12577,327,2014/3/5,2014/4/14,39,459,851,2,2,2,5,726,122,0,3117,4095,5445,68,100,129,1,1
The Journey to the Aerial Dragon!,USD,Theater,Theater,4,4,17,7500,9051,172,2014/3/29,2014/4/18,20,1834,1563,1,0,0,4,856,224,0,594,1043,1293,14,23,27,1,1
New Music by Adrian Duke,USD,Music,Blues,5,0,12,6500,7302,63,2014/5/23,2014/6/22,30,923,294,1,0,0,4,696,44,0,1475,1508,2055,7,8,11,1,1
Avie Designs: Laser Cut Stationery & Wedding Goodies,USD,Design,Design,2,0,11,13000,13411,90,2014/4/28,2014/5/28,30,217,129,1,0,0,17,382,157,3,2209,2921,3274,10,22,26,1,1
Living The Dream Apparel,USD,Fashion,Fashion,0,0,5,600,635,10,2014/2/19,2014/3/21,29,0,8,2,0,0,4,348,65,0,0,40,40,0,1,1,1,0
Loving Vincent - Bringing the paintings of Van Gogh to life,GBP,Film & Video,Animation,20,28,18,95250,52348.13,887,2014/1/7,2014/2/6,30,253,20319,3,14,0,29,1639,183,3,271.78,947.42,1173.48,7,13,20,0,1
Tr3y Tha Hard Way mixtape,USD,Music,Hip-Hop,0,0,4,3000,11,2,2014/4/1,2014/5/16,45,748,0,1,0,0,0,79,20,0,10,10,10,1,1,1,0,0
ANOTHER DAY IN THE LIFE OF... LP,USD,Music,Music,5,12,15,7000,15500,261,2014/2/4,2014/2/24,20,3520,937,1,0,1,3,438,38,6,4730,4925,5325,104,109,122,1,1
Empire - a tale of taking over,AUD,Publishing,Fiction,5,1,5,4320,15.12,3,2014/1/31,2014/3/2,30,69,20,1,0,0,0,909,92,0,0,0,7.2,0,0,1,0,0
A series of space paintings,GBP,Art,Painting,1,0,3,254,53.34,4,2014/2/24,2014/3/10,13,0,0,3,0,0,4,107,20,0,0,0,13.97,0,0,1,0,1
Desolation Angels-Rise of the BOAS,USD,Film & Video,Film & Video,0,0,7,50000,3701,33,2014/1/6,2014/2/20,45,67,416,1,0,1,0,293,95,0,455,575,628,6,8,8,0,1
Foobler: A Smarter Puzzle Feeder for Your Dog,USD,Design,Product Design,14,88,10,40000,86158,1415,2013/12/21,2014/1/27,36,892,5447,1,19,0,17,879,184,12,6215,8103,9908,126,163,198,1,1
Block-Handles: Take The Pain Out Of Carrying Concrete Blocks,USD,Design,Product Design,1,1,4,25000,125,4,2014/3/12,2014/4/11,30,0,1,2,4,1,0,487,515,0,61,61,61,2,2,2,0,1
Dclic: Industrial urban accessories,USD,Fashion,Fashion,6,8,8,10000,18202,164,2014/1/11,2014/2/15,35,1169,146,2,3,0,14,302,15,0,4395,5376,5448,41,47,48,1,1
"Puzzle Nuts 2, for android and IOS",GBP,Games,Video Games,0,0,11,12700,88.9,6,2014/1/29,2014/2/28,30,0,0,1,0,0,10,653,137,0,2.54,2.54,3.81,1,1,1,0,1
Art Catalog,USD,Art,Painting,0,0,4,1800,15,1,2014/5/8,2014/6/7,30,0,0,1,0,0,0,93,40,0,0,0,0,0,0,0,0,0
"ShipWrecked Heart EP: 12"" Vinyl 45RPM ""Get Busy Living...""",USD,Music,Indie Rock,0,0,4,2000,170,7,2014/3/3,2014/4/2,29,354,74,1,0,0,0,180,123,0,60,110,110,3,4,4,0,1
Dreams Do Come True...,USD,Film & Video,Documentary,2,0,7,30000,30,2,2014/3/19,2014/4/18,30,397,164,1,0,0,0,536,176,0,30,30,30,2,2,2,0,1
NOT GULITY Granola Cupcakes. Your only guilt is not sharing.,USD,Food,Farmer's Markets,0,0,6,30000,305,4,2014/4/30,2014/5/30,30,580,219,1,1,0,0,362,61,0,0,104,105,0,1,2,0,1
Papa Santiago - Three artists in search of a legend,USD,Film & Video,Documentary,0,0,5,25000,400,4,2014/4/23,2014/5/23,30,0,133,1,0,0,0,540,54,6,97,200,273,0,2,2,0,0
The Secret of Muhammad Ali,USD,Photography,People,3,3,10,57500,36743,184,2014/5/7,2014/6/21,45,1624,263,2,2,0,19,1164,129,0,22429,24051,24761,96,101,106,0,1
"Lights, Camera, ACTION!",USD,Art,Digital Art,1,2,3,850,220,10,2014/3/15,2014/5/14,60,681,55,1,0,0,5,149,40,0,0,0,0,0,0,0,0,1
Cara Goes International!,USD,Dance,Dance,0,0,5,3500,403,14,2014/3/17,2014/4/16,30,669,130,2,14,0,0,309,42,0,267,348,348,8,11,11,0,1
Urban Frenzy,GBP,Games,Video Games,1,0,7,1905,139.7,4,2014/4/15,2014/5/15,30,78,8,1,0,0,9,1351,206,0,0,0,12.7,0,0,1,0,1
Victory in Europe,USD,Games,Tabletop Games,21,235,7,20000,79485,765,2014/4/4,2014/5/9,34,1085,395,3,6,0,3,43,77,4,12458,15926,18132,128,160,181,1,1
Snickerdoodlin' Productions: Help us get to LA!!!!,USD,Theater,Theater,1,2,5,750,275,9,2014/2/1,2014/3/3,30,1439,50,1,0,0,1,390,46,0,110,135,135,2,3,3,0,1
The Beginnings of My Heart III,USD,Film & Video,Shorts,0,0,22,2100,2360,28,2014/5/6,2014/6/2,27,0,741,1,0,0,13,218,53,0,930,1471,1481,6,10,11,1,1
"Uopia LED Nightlight: Better Light, Better Sleep",USD,Design,Product Design,0,3,7,100000,8653,79,2014/2/24,2014/3/26,29,0,190,1,3,0,14,941,120,1,4158,5660,5992,30,47,53,0,1
2 Brothers to Model and Act,USD,Film & Video,Film & Video,1,0,5,3000,28,2,2014/5/18,2014/6/22,35,23,9,1,0,0,0,180,50,0,0,0,0,0,0,0,0,1
Sparks Fresh Baked Breads,USD,Food,Food,7,1,10,410,612,23,2013/12/31,2014/1/30,30,114,0,1,3,0,9,644,128,0,5,25,25,1,2,2,1,1
The Filmography of Aircraft,USD,Design,Graphic Design,3,4,12,3000,25161,340,2014/4/23,2014/5/23,30,955,360,1,8,0,7,273,57,2,2631,6416,7159,38,92,99,1,1
Weldarmor,CAD,Fashion,Apparel,0,0,7,75000,7.5,2,2014/5/13,2014/6/15,32,54,21,1,0,0,7,261,56,0,3.75,3.75,3.75,1,1,1,0,0
"EI8HT: A project about love, understanding and belonging.",CAD,Music,Pop,0,0,4,1500,82.5,3,2014/1/9,2014/3/8,58,0,20,1,0,0,0,356,84,0,0,0,0,0,0,0,0,1
Add Edit,USD,Film & Video,Shorts,5,0,7,3500,4283,60,2014/4/1,2014/4/29,28,813,281,1,1,0,3,468,112,0,1105,1703,2013,17,22,23,1,1
Replicant Eyes EP,USD,Music,Rock,1,0,8,1000,1105,30,2014/4/11,2014/5/11,30,471,145,1,7,0,0,129,71,0,155,276,360,5,8,12,1,1
Food Fix Truck,USD,Food,Food,5,13,11,18000,19379,167,2014/4/9,2014/5/9,30,803,1117,1,5,0,10,432,120,0,1682,1910,3105,7,12,18,1,1
The Beginning!,USD,Music,Pop,2,1,4,350,419,24,2014/1/3,2014/2/17,45,514,14,2,0,0,0,314,61,0,130,130,191,7,7,11,1,1
Kind Red Spirits _ Self-Titled Album,USD,Music,Indie Rock,3,1,7,1800,2201,57,2014/1/7,2014/1/20,13,613,123,1,2,0,3,380,88,2,350,450,575,11,15,20,1,1
Sweetums Organic Bakery & Coffeehouse,USD,Food,Vegan,0,0,4,7500,11,3,2014/5/21,2014/6/21,30,0,1,1,0,0,2,21,78,0,0,0,0,0,0,0,0,0
"""Woven Dreams (or A Spider's Tea)""--A book of short stories",USD,Publishing,Fiction,5,1,11,1000,1270,38,2013/12/31,2014/1/30,30,213,2,1,2,0,0,189,72,0,324,401,481,10,13,16,1,1
The Stag,GBP,Film & Video,Film & Video,0,3,5,381,762,24,2014/2/13,2014/4/9,54,485,56,1,0,0,0,368,77,0,0,134.62,204.47,0,2,4,1,1
WE'RE OPENING OUR DOORS! LET'S GET THERE THE RIGHT WAY,USD,Food,Food,2,0,10,15000,15202,190,2014/5/28,2014/6/18,21,490,697,1,0,0,4,282,97,0,1235,1370,2043,21,24,28,1,1
A life autism almost ended,USD,Publishing,Nonfiction,0,0,2,5000,25,1,2014/4/9,2014/5/24,45,189,2,1,0,0,0,154,88,0,0,17,25,0,0,1,0,1
Scapes- A Collaboration Between Land and Sea,USD,Fashion,Fashion,0,1,9,6000,6694,66,2013/12/28,2014/1/27,30,887,0,1,0,0,4,511,65,0,79,105,105,2,3,3,1,1
Retro-Essential Pen -- Brass & Woods,USD,Design,Product Design,5,35,10,7000,24668,453,2014/2/27,2014/3/28,28,0,89,4,0,0,16,959,102,3,4024,5483,5971,86,115,126,1,1
Let's get DIP HOP heard!,USD,Music,Hip-Hop,7,0,7,8000,1170,18,2014/3/25,2014/5/9,45,2181,239,1,0,0,3,487,90,0,50,314,839,2,5,7,0,1
1upPOWERbahn Cycle Trainer,USD,Technology,Technology,0,0,10,75000,4919,7,2014/1/1,2014/1/31,30,0,288,1,2,0,18,1125,258,1,1218,1218,1218,2,2,2,0,1
The Calendar: A Present Day Parable,USD,Publishing,Fiction,0,1,5,5000,1,1,2014/4/4,2014/5/14,40,41,30,1,0,0,0,302,129,0,0,0,0,0,0,0,0,1
Woods from the Land of Lemurs,USD,Photography,Nature,6,0,7,1000,2123,53,2014/3/15,2014/4/17,33,0,97,1,1,0,3,822,101,0,65,239,846,3,6,17,1,1
Being George Clooney,USD,Film & Video,Documentary,9,30,23,90000,92386,460,2014/2/13,2014/3/17,31,0,2499,1,5,0,7,742,95,0,4055,5965,7168,20,34,46,1,1
Help the Jennifer Tefft Band get to SXSW!!!,USD,Music,Indie Rock,0,0,11,3000,3280,39,2014/2/28,2014/3/15,14,384,86,1,0,0,0,236,104,0,681,2340,2595,7,16,22,1,0
My Goal.. To See The World From A Different Lens,CAD,Photography,Photography,0,0,8,5625,27,3,2014/3/11,2014/4/8,28,300,23,1,0,0,22,429,17,0,7.5,26.25,26.25,1,2,2,0,0
Los Campos: The Fields,USD,Film & Video,Short Film,0,0,13,7000,260,7,2014/2/14,2014/3/16,29,988,63,1,0,0,1,282,595,0,50,50,88,2,2,2,0,1
Super Love = Story > Novel > Screenplay > Movie,AUD,Publishing,Fiction,1,0,6,985.68,18.72,1,2014/3/29,2014/4/17,19,0,0,1,0,0,18,22,56,0,0,18.72,18.72,0,1,1,0,1
Sin Silver and the Avenue - Full Studio Album Debut,USD,Music,Rock,7,0,9,5000,8525,114,2013/12/27,2014/2/10,45,512,16,1,0,0,0,717,103,0,709,1116,1151,7,11,13,1,1
The Trouble With Tradition,USD,Publishing,Fiction,1,2,14,750,117,8,2014/3/17,2014/4/19,32,0,0,1,44,0,0,404,219,0,40,40,40,2,2,2,0,0
Bairn & Co. Premium Denim Jeans,USD,Fashion,Fashion,0,0,2,20000,291,4,2014/4/8,2014/5/16,37,0,3,1,1,0,7,283,85,0,114,207,207,1,3,3,0,1
Night of the Hit Man,USD,Film & Video,Short Film,3,2,7,2000,2420,35,2014/3/4,2014/4/5,31,220,237,1,8,0,0,260,71,2,255,255,275,10,10,11,1,1
One Canbe The Magical Owl,GBP,Publishing,Children's Book,4,0,10,3061.97,3393.44,56,2014/3/17,2014/4/16,30,367,160,1,0,0,5,1375,124,0,1489.71,1621.79,1675.13,18,23,25,1,1
Stella & the Boys: your next roadtrip's playlist,USD,Music,Music,7,0,16,3501,4356,42,2014/2/2,2014/3/4,30,462,129,1,0,0,0,230,90,0,75,100,200,2,3,4,1,1
DUSKMOURN - LEGENDS | First Full-Length Album,USD,Music,Metal,3,5,6,2200,2277,32,2014/5/9,2014/6/8,30,300,379,1,0,0,2,522,109,0,974,1007,1007,19,20,20,1,1
Publication of a Book based on Natures Tetrahedral Geometry,USD,Design,Design,0,0,17,7500,50,1,2014/1/3,2014/1/20,17,12,11,1,0,0,7,114,97,0,0,50,50,0,1,1,0,1
KAFFEEKLATSCH,CAD,Food,Food,3,2,9,7500,7511.25,38,2014/4/21,2014/5/21,30,1761,200,1,1,0,5,247,69,0,135,254.25,267.75,3,7,9,1,1
Generous Life Radio - Takes Flight!,USD,Publishing,Radio & Podcast,0,0,12,50000,75,2,2014/2/20,2014/3/17,24,528,12,1,0,0,19,1099,141,0,75,75,75,2,2,2,0,1
Where All The Stories are LOVE Stories,USD,Film & Video,Documentary,4,0,11,50000,10284,169,2014/1/6,2014/2/15,39,3385,873,1,8,5,7,861,134,1,1386,1820,3084,23,34,43,0,1
'How to Draw a Quirky Old House' - a new interactive eBook,GBP,Art,Art,4,4,12,16256,2119.63,62,2014/5/23,2014/6/22,30,0,212,1,3,1,20,656,123,0,207.01,302.26,410.21,10,12,18,0,1
Shobutt Baby,USD,Fashion,Fashion,0,0,1,2000,45,1,2014/1/16,2014/2/15,30,0,8,2,0,0,0,260,41,0,0,0,0,0,0,0,0,1
The Turtles' Plot,CAD,Film & Video,Short Film,1,0,3,1500,187.5,5,2013/12/20,2014/1/19,30,291,61,1,0,0,0,261,84,0,75,150,150,3,4,4,0,0
"London 1888, a historical, immersive and dark board game",GBP,Games,Tabletop Games,12,154,9,25400,9423.4,154,2014/3/3,2014/4/2,29,0,187,1,2,0,37,1366,180,1,4061.46,5092.7,6178.55,64,81,100,0,1
MyMuCo _ Apps That Get Your Kids To Practice Music,CAD,Technology,Apps,1,2,7,15000,1373.25,33,2014/5/19,2014/6/14,25,0,77,1,0,0,3,648,114,0,483.75,521.25,867,9,11,17,0,1
Masterpiece Your Memories: Portraits and Places,USD,Art,Painting,8,2,16,1500,5966,57,2014/2/16,2014/3/24,35,309,562,1,14,3,41,1575,505,9,2915,3291,3540,17,23,25,1,1
Road towards the unknown / Pad naar het onbekende,EUR,Publishing,Fiction,2,0,6,565,13.56,3,2014/4/29,2014/5/29,30,186,0,1,2,0,2,2939,141,0,0,0,0,0,0,0,0,0
6-LP Craw Box Set__eissue of 3 Lost Post-Hardcore Classics,USD,Music,Metal,6,5,8,23500,17082,158,2014/3/24,2014/4/23,30,0,916,1,1,0,9,901,297,0,2821,4423,4619,18,27,32,0,1
Gather,USD,Art,Art,2,4,9,2500,2690,81,2014/5/13,2014/6/12,30,508,745,1,0,0,5,525,90,0,705,775,800,16,18,19,1,1
Mining Blue Sky,USD,Art,Art,7,0,3,4000,1006,17,2014/4/26,2014/5/26,30,127,28,2,0,0,5,398,82,0,614,725,725,5,8,8,0,1
RUIN - The Beast Inside - Comic mini-series,GBP,Comics,Comics,4,8,7,3810,1951.99,52,2014/1/31,2014/3/2,30,196,245,1,4,0,13,517,85,0,264.16,364.49,513.08,5,9,15,0,1
Cameleon Multi Utility Garment,USD,Fashion,Fashion,0,0,6,25000,110,2,2014/2/1,2014/3/3,30,280,1,1,0,0,2,294,86,3,60,60,120,1,1,2,0,1
What I Didn't Say- a record,USD,Music,Country & Folk,6,3,9,1500,2158,45,2014/1/1,2014/1/17,16,535,176,1,2,0,2,421,199,0,114,319,762,4,7,14,1,1
Dragons Affliction,USD,Games,Video Games,4,4,4,500,215,15,2014/1/14,2014/2/11,28,1129,0,2,0,0,0,126,76,1,0,0,30,0,0,2,0,1
"Destiny Love's Debut Album, ""Heart of Earth""",USD,Music,Faith,9,0,30,4444,4683,63,2014/4/29,2014/5/28,29,2730,404,1,0,1,0,864,188,0,175,332,559,5,9,14,1,1
Glacial Couture - The Wrap,USD,Fashion,Fashion,3,0,8,10000,735,15,2014/4/1,2014/5/1,30,315,129,1,0,0,0,167,159,0,195,254,270,6,7,8,0,1
Sympathetic Resonance by Jeff Belcher: Be Part of the Album!,USD,Music,Indie Rock,0,0,11,4000,185,5,2014/2/1,2014/3/3,30,876,46,1,1,0,0,362,120,0,45,45,45,2,2,2,0,1
Magnolia Fern Studios casts high quality Poseable Art Dolls,USD,Crafts,Crafts,6,8,11,750,1052,31,2014/1/1,2014/2/22,51,248,0,1,10,0,8,1183,276,0,125,434,570,6,10,12,1,1
The Key,USD,Film & Video,Shorts,11,0,11,12900,13010,95,2014/4/10,2014/5/10,30,0,191,1,0,0,14,1054,54,0,1772,2197,2546,10,13,18,1,1
Assyrian Tribulation,AUD,Film & Video,Documentary,0,2,8,252000,1.44,2,2014/2/19,2014/3/21,29,0,73,1,0,0,0,428,142,0,2.16,2.16,2.16,3,3,3,0,0
FAMILIES LIKE YOURS: Foster Parent Documentaries,USD,Film & Video,Family,2,0,6,20000,2225,18,2014/5/15,2014/6/14,30,23,87,1,0,0,6,588,122,0,625,691,875,3,3,5,0,1
Save the Fairlee Drive-In!,USD,Theater,Theater,11,16,19,27595,38075,606,2014/4/1,2014/5/31,60,371,4367,2,0,1,6,1519,124,0,741,973,1139,15,19,20,1,0
American Pacific: The Northwest,USD,Film & Video,Documentary,7,0,9,2600,2609,41,2014/5/10,2014/6/14,35,734,269,2,11,0,1,654,114,0,215,215,215,9,9,9,1,1
Garbage Girl : The Web Series,USD,Film & Video,Webseries,1,0,15,15000,447,12,2014/1/22,2014/2/21,30,510,72,2,2,0,7,812,87,0,326,326,326,6,6,6,0,1
Sketching the Landscape:  Art and the Appalachian Trail,USD,Art,Art,5,3,9,1500,3401,56,2014/3/6,2014/4/5,29,499,151,1,1,0,0,806,227,0,755,886,1086,14,18,21,1,1
A Crafters Closet,USD,Crafts,Crafts,0,0,8,5000,1,1,2014/4/23,2014/5/23,30,492,19,1,1,0,5,142,76,0,1,1,1,0,1,1,0,1
GET IN THE VAN! - RattleheaD U.S. Tour 2014 Kickstarter,USD,Music,Metal,0,0,15,4500,575,14,2014/5/14,2014/6/13,30,1255,232,1,0,0,1,739,281,0,175,252,394,3,4,6,0,1
700 Horizons. A journey of discovery!,GBP,Food,Food,0,0,6,25146,241.3,5,2014/5/10,2014/6/9,30,215,42,1,0,0,1,461,234,0,241.3,241.3,241.3,5,5,5,0,1
Feeding Frenzy EP,USD,Music,Country & Folk,0,0,6,3000,3632,81,2014/5/13,2014/6/2,20,0,285,1,0,0,0,132,144,0,623,1178,1178,22,28,28,1,1
The 72 Hour Film Shootout: 2014,USD,Film & Video,Shorts,0,0,5,550,550,5,2014/5/30,2014/6/6,6,0,30,2,0,0,3,231,151,0,10,10,10,1,1,1,1,0
Lotus Premium Denim - Reinventing Jeans for Women,USD,Fashion,Fashion,8,28,20,20000,28424,263,2014/4/3,2014/5/3,30,0,1145,1,0,1,34,693,221,10,2561,3404,4331,28,38,42,1,1
Cable Fondler Mini,AUD,Design,Product Design,2,1,3,1224,1411.92,97,2014/2/20,2014/3/22,29,744,305,1,37,0,8,491,192,1,157.68,200.88,223.2,15,19,22,1,1
North Country Community Radio Project,USD,Publishing,Radio & Podcast,0,0,21,8500,8681,135,2014/1/9,2014/2/8,30,630,258,1,1,0,0,283,64,0,278,339,441,7,9,11,1,1
THINNY wallet _ the special one 4 special one,GBP,Fashion,Fashion,0,3,5,7620,3681.73,78,2014/4/18,2014/6/4,47,0,94,1,2,0,12,283,121,2,765.81,850.9,1019.81,19,22,27,0,1
Make Dropcam (Pro) rainproof in 30 seconds,USD,Design,Product Design,0,4,4,5000,549,27,2014/1/30,2014/3/11,39,0,26,1,0,0,13,751,117,4,200,239,248,8,11,11,0,1
Runaway Bike Hot Tub:  Advanced Bicycle Chain Lubricant,USD,Design,Product Design,8,5,4,2000,2470,150,2014/3/13,2014/4/21,38,9,49,1,8,0,4,580,127,3,166,311,364,11,20,24,1,1
Introducing Navajo Tea - Navajo Culture's Best Kept Secret,USD,Food,Food,0,22,13,15000,15111,220,2014/1/31,2014/3/2,30,0,223,1,1,0,12,872,82,1,1555,1748,1876,20,31,39,1,1
Miscon(tra)ception,USD,Film & Video,Documentary,5,17,7,2000,6428,151,2014/1/31,2014/3/2,30,439,1354,1,3,0,0,251,62,5,3808,4866,4920,113,119,124,1,1
Nomax Home Brew: First Batch Club Pt 1,USD,Food,Food,0,3,7,1000,1665,21,2014/1/28,2014/2/27,30,1032,116,1,0,0,3,465,162,0,660,690,690,5,6,6,1,0
"Suitcase Glory - unique suitcases, designed in Britain.",GBP,Fashion,Fashion,0,0,3,12700,101.6,4,2014/3/7,2014/4/6,30,0,148,1,0,0,6,215,48,0,12.7,12.7,12.7,1,1,1,0,1
Behind Closed Doors short film,USD,Film & Video,Shorts,0,3,1,800,125,4,2014/4/12,2014/5/12,30,258,82,1,0,0,0,507,118,1,0,0,0,0,0,0,0,0
"Sound Haven a place for Music, Learning, Gathering and Fun.",USD,Theater,Theater,10,0,11,10000,3125,14,2014/4/9,2014/5/9,30,290,123,1,1,0,7,913,54,0,250,350,398,3,4,4,0,1
The NonProject EP- A Kickstarter Endeavor,USD,Music,Electronic Music,1,3,12,18000,18207,92,2013/12/18,2014/2/1,45,4151,0,1,0,0,2,596,213,0,495,500,500,11,12,11,1,1
The Legend of Old Mossback,USD,Film & Video,Narrative Film,0,0,9,34500,7226,21,2014/3/18,2014/4/17,30,44,122,1,1,0,4,217,12,0,495,555,749,5,7,10,0,1
Gluten-free for Men BBQ Sauce Heads to Chicago!,USD,Food,Food,4,2,10,4500,5020,66,2014/2/24,2014/3/26,29,160,508,1,4,1,5,1249,197,0,1192,1330,1477,12,16,20,1,1
